Money,2018-04-22 12:19:07,2018-04-23 03:08:26,133.068.600-00,0,6254,13064,19,6940
Debit card,2019-10-27 18:23:52,2468-03-24 09:16:01,189.083.710-00,89970,190,60683,20,4314
Food voucher,2015-02-23 14:12:53,2421-06-26 20:13:44,157.695.370-00,92385,1093,11083,21,6720
Debit card,2015-01-12 22:03:55,2420-05-04 09:34:34,608.652.070-00,29023,4655,99831,22,2861
Food voucher,2014-11-19 12:41:54,2418-11-04 05:32:48,052.486.790-00,17538,7375,64035,23,933
Money,2020-06-23 08:00:35,2474-10-14 17:33:46,268.512.950-00,16591,1417,66668,24,2696
Credit card,2004-08-26 06:04:31,2004-08-27 04:18:20,906.667.860-00,32140,4546,89807,25,3055
Debit card,2003-06-13 10:18:09,2304-06-29 13:02:50,216.844.870-00,39837,3538,22893,26,5107
Debit card,2009-11-01 18:32:03,2368-05-13 09:12:32,077.959.640-00,66974,1765,84933,27,1406
Credit card,2020-06-19 21:12:08,2474-09-09 05:42:11,667.396.390-00,33979,7936,0,28,3097
Bank transfer,2007-08-26 03:50:09,2346-07-02 07:48:08,841.698.060-00,41971,6726,23283,29,2321
Debit card,2015-10-08 10:25:29,2427-09-08 06:29:16,793.760.970-00,21786,4110,26275,30,6653
Food voucher,2013-02-10 12:56:42,2401-02-19 06:30:51,250.157.740-00,84720,7589,62560,31,3800
Bank transfer,2010-08-07 17:11:28,2376-01-03 21:17:56,713.706.020-00,1355,7755,88685,32,5739
Bank transfer,2009-02-18 23:23:03,2361-05-14 23:38:09,667.532.230-00,10053,4480,50203,33,1413
Money,2017-10-01 23:37:33,2447-07-11 07:14:02,577.917.820-00,25227,4770,20997,34,3806
Bank transfer,2020-06-19 20:52:59,2474-09-07 11:17:16,431.242.830-00,3843,467,27285,35,3883
Credit card,2016-08-28 15:51:17,2436-08-08 11:34:51,218.607.010-00,61891,8922,1038,36,7389
Money,2010-02-02 08:39:31,2370-11-29 03:16:48,241.107.970-00,27548,100,17630,37,2810
Credit card,2013-12-09 14:33:27,2409-05-29 20:18:53,774.004.610-00,90465,812,7741,38,2518
Bank transfer,2003-01-27 20:49:29,2300-09-30 06:17:51,477.549.810-00,92293,3564,14639,39,5860
Bank transfer,2013-09-14 23:17:12,2407-01-23 09:48:07,713.500.160-00,40821,7346,96733,40,934
Debit card,2010-04-26 16:56:38,2373-03-09 09:45:53,360.008.770-00,25107,1268,69418,41,4629
Credit card,2003-01-19 18:04:14,2003-01-20 00:10:38,150.919.670-00,86305,1390,57383,42,4043
Food voucher,2004-02-14 23:18:02,2004-02-15 03:35:14,418.204.120-00,90958,111,62547,43,7060
Bank transfer,2009-06-29 18:33:32,2364-12-12 17:38:02,150.109.930-00,62873,1417,15669,44,5757
Money,2006-08-02 06:41:02,2335-11-07 23:12:57,867.711.250-00,40500,1490,32675,45,4171
Money,2011-11-27 13:21:15,2389-01-22 11:16:36,840.038.760-00,41633,6289,2738,46,268
Bank transfer,2008-09-11 02:46:18,2356-12-16 13:22:47,503.736.890-00,83112,5643,54910,47,6156
Bank transfer,2008-10-05 09:52:40,2008-10-06 06:32:14,218.607.010-00,51339,5029,9526,48,1244
Debit card,2007-12-02 13:00:30,2349-03-12 06:08:44,918.698.870-00,28324,9737,57612,49,7204
Money,2008-06-01 05:48:50,2354-03-05 17:48:15,176.749.820-00,14644,9411,28705,50,1560
Money,2008-02-28 11:59:26,2351-08-11 03:34:23,613.246.250-00,12652,2226,71195,51,645
Debit card,2019-06-25 22:04:51,2019-06-26 02:21:13,556.640.040-00,642,1127,78810,52,4227
Food voucher,2009-02-12 01:06:00,2361-03-08 07:56:29,406.608.230-00,60912,2415,57329,53,6738
Bank transfer,2009-02-22 10:55:13,2361-06-20 06:33:14,626.422.970-00,46287,422,55320,54,3148
Money,2014-07-09 09:57:53,2415-03-18 14:01:52,283.224.860-00,37597,2697,0,55,92
Food voucher,2018-01-04 21:07:13,2450-02-17 11:07:46,931.890.670-00,77755,6284,47743,56,1027
Money,2009-02-03 22:37:10,2360-12-17 22:20:13,699.124.650-00,57194,6977,23769,57,4342
Food voucher,2016-10-10 11:43:09,2437-10-05 13:06:15,578.518.410-00,59130,8877,71806,58,5048
Food voucher,2003-11-15 12:56:50,2308-09-24 09:59:25,449.807.710-00,8856,3522,39058,59,3966
Food voucher,2006-02-27 00:25:21,2331-08-02 01:44:58,277.540.820-00,72992,589,29562,60,3979
Food voucher,2004-11-30 07:40:10,2319-02-27 16:16:30,591.670.860-00,86296,4549,87403,61,7154
Money,2014-01-04 01:43:38,2410-02-09 23:58:46,911.810.570-00,6797,1049,30992,62,2988
Bank transfer,2019-02-20 21:51:55,2461-05-26 19:25:56,954.138.320-00,12970,7965,75960,63,1953
Money,2009-11-01 18:31:35,2009-11-02 11:55:04,229.479.220-00,48831,8947,39815,64,7239
Bank transfer,2017-10-18 04:08:49,2447-12-22 09:16:16,732.134.120-00,45374,3704,93783,65,4198
Money,2013-06-28 06:11:02,2404-11-26 15:05:27,989.478.170-00,777,3942,79440,66,6686
Food voucher,2004-06-22 10:34:43,2314-10-03 07:10:25,124.133.760-00,8926,4826,67315,67,6782
Bank transfer,2018-07-27 14:01:02,2455-09-15 21:14:28,218.622.980-00,54094,5886,52636,68,2711
Bank transfer,2015-02-15 11:40:02,2421-04-04 23:42:26,720.919.460-00,24514,5412,79273,69,2654
Bank transfer,2018-03-30 08:54:34,2452-06-12 08:09:41,949.138.910-00,2361,9335,5134,70,2562
Food voucher,2004-07-09 18:54:24,2315-03-26 08:20:48,838.784.730-00,56131,8711,12132,71,13
Food voucher,2018-02-13 05:45:48,2451-03-17 16:17:26,582.732.590-00,83321,4888,93159,72,973
Bank transfer,2003-12-01 17:29:47,2309-03-08 07:08:50,469.225.040-00,39129,2730,85511,73,6906
Bank transfer,2013-04-25 14:24:58,2403-03-04 17:17:18,373.512.620-00,0,9575,63043,74,4628
Bank transfer,2010-03-14 20:47:40,2372-01-03 21:50:28,303.647.920-00,10987,6329,86032,75,1902
Money,2015-06-01 23:10:57,2424-03-06 09:15:41,894.924.560-00,0,9828,25267,76,2991
Debit card,2015-07-13 15:09:29,2015-07-14 03:20:52,156.222.110-00,19008,5877,94380,77,7097
Food voucher,2007-10-11 10:54:02,2347-10-10 00:38:10,751.046.490-00,84986,4544,28466,78,435
Bank transfer,2004-09-26 12:12:51,2317-05-18 15:19:52,932.174.140-00,0,881,84591,79,4029
Credit card,2008-10-14 16:11:42,2357-11-21 03:44:52,866.640.130-00,20679,3773,29909,80,7413
Bank transfer,2010-07-14 09:39:38,2375-05-05 00:46:38,566.602.470-00,15462,5404,11153,81,2573
Money,2004-10-25 10:31:23,2318-03-08 10:35:52,840.560.770-00,0,7567,195,82,7372
Debit card,2008-02-23 21:06:17,2351-06-25 13:06:58,325.700.460-00,56195,5397,6139,83,6804
Debit card,2016-11-22 07:46:59,2438-12-11 03:42:12,905.913.560-00,9877,9347,78106,84,7334
Debit card,2018-11-28 10:09:29,2459-02-05 15:13:29,569.019.700-00,63615,6613,11671,85,1000
Food voucher,2005-07-19 19:11:45,2325-06-28 10:36:51,089.666.700-00,66175,9842,92885,86,6661
Money,2015-12-22 15:55:22,2015-12-23 12:02:07,078.653.020-00,32596,2935,34316,87,1277
Debit card,2016-07-16 20:23:23,2435-06-01 14:50:45,701.363.570-00,67186,6897,11066,88,5234
Money,2019-03-29 23:04:09,2462-06-04 22:53:07,644.989.470-00,76682,4468,13617,89,3824
Bank transfer,2011-08-21 04:30:00,2386-05-14 17:00:00,138.515.950-00,1559,4919,63370,90,5374
Food voucher,2012-10-02 17:37:29,2397-07-20 10:59:13,843.725.320-00,4987,3118,56447,91,3442
Credit card,2005-01-20 05:35:43,2320-07-21 21:35:36,126.663.280-00,55971,3638,65127,92,0
Food voucher,2002-06-11 12:54:35,2294-06-10 03:52:05,777.885.470-00,20332,9279,17100,93,4440
Bank transfer,2014-06-01 05:21:58,2414-03-01 06:16:47,065.622.080-00,91632,5330,9056,94,5712
Bank transfer,2003-05-20 03:13:09,2303-10-28 21:14:23,351.314.600-00,84460,8540,60497,95,5662
Money,2003-10-30 07:41:41,2308-04-17 03:36:44,836.879.580-00,10388,2756,89813,96,3818
Money,2020-08-08 15:18:55,2476-01-19 03:39:41,050.238.580-00,86012,2179,0,97,7037
Bank transfer,2015-01-04 19:45:29,2420-02-15 22:46:03,280.580.130-00,85365,1532,47951,98,6874
Bank transfer,2013-04-07 02:05:31,2402-08-28 14:39:12,822.275.090-00,64833,6595,47883,99,3166
Bank transfer,2016-11-14 05:26:39,2438-09-18 06:58:06,327.333.430-00,31417,3033,42862,100,1970
Food voucher,2015-09-16 10:31:32,2427-02-04 00:19:32,841.698.060-00,78844,4294,82776,101,3085
Debit card,2004-04-26 17:30:19,2313-03-12 21:26:29,793.760.970-00,6047,3473,33092,102,1952
Money,2020-01-05 04:55:54,2470-02-15 14:35:12,074.187.020-00,86082,7383,58683,103,3347
Debit card,2018-03-14 03:58:45,2451-12-28 19:06:31,028.725.780-00,72691,6607,67150,104,7123
Debit card,2012-11-11 02:19:55,2398-08-20 00:10:41,267.506.260-00,24938,3883,94234,105,608
Debit card,2006-01-07 02:12:01,2006-01-08 00:00:33,717.111.980-00,43962,4596,58363,106,5419
Credit card,2008-02-23 20:48:37,2351-06-28 09:56:50,879.197.860-00,30318,4264,7970,107,4153
Money,2009-02-13 04:55:48,2361-03-19 23:22:27,114.904.000-00,25108,1577,0,108,7286
Bank transfer,2009-08-09 06:33:02,2366-01-22 10:54:06,006.520.100-00,72081,1857,0,109,1287
Bank transfer,2013-04-04 18:26:13,2402-08-03 09:28:21,770.665.050-00,76661,548,38054,110,1900
Money,2005-08-20 01:03:34,2326-05-10 16:45:54,966.950.500-00,54186,4533,47695,111,2731
Food voucher,2012-12-13 11:48:14,2399-07-09 16:41:17,771.731.970-00,75334,5131,37108,112,5398
Money,2002-05-03 04:35:36,2293-05-14 01:36:46,479.492.030-00,78436,6137,89595,113,996
Food voucher,2019-07-20 05:39:36,2019-07-20 20:50:23,608.652.070-00,87374,4167,28863,114,2546
Credit card,2002-04-20 11:11:35,2293-01-05 06:29:47,523.742.600-00,39707,7718,71177,115,787
Credit card,2001-10-01 01:35:56,2001-10-02 01:59:13,769.119.470-00,92605,1855,57536,116,328
Debit card,2014-04-12 10:40:54,2412-10-21 08:14:37,994.192.860-00,78767,8079,85171,117,2442
Food voucher,2017-09-20 09:37:59,2447-03-18 20:19:42,950.023.400-00,51392,8127,48242,118,4152
Food voucher,2016-01-06 17:12:01,2430-02-27 10:37:39,366.370.750-00,61984,9629,24054,119,2183
Credit card,2007-08-11 02:45:07,2346-02-06 12:37:23,813.521.860-00,37913,784,85190,120,7213
Food voucher,2002-07-24 08:42:27,2002-07-24 17:37:06,051.887.080-00,91693,6551,60318,121,604
Debit card,2016-10-18 14:10:53,2016-10-19 08:00:32,835.355.950-00,41906,8087,52123,122,4809
Bank transfer,2008-01-02 19:09:01,2008-01-03 07:50:02,022.005.530-00,50010,7181,44708,123,4640
Bank transfer,2008-03-21 11:51:00,2352-03-18 13:15:01,488.887.800-00,70942,2663,91199,124,5567
Money,2002-09-17 21:47:27,2297-02-18 17:33:02,894.280.650-00,47551,1623,11379,125,4505
Money,2019-08-04 06:23:50,2019-08-05 04:24:33,277.540.820-00,12531,8495,41395,126,6263
Food voucher,2012-02-01 12:52:11,2390-11-13 03:19:48,991.998.910-00,19980,7366,60768,127,6579
Food voucher,2005-01-21 09:33:12,2320-07-30 14:29:17,113.579.360-00,71185,6509,73858,128,0
Bank transfer,2008-06-10 12:06:03,2354-06-03 23:10:50,075.316.810-00,29434,981,70266,129,3365
Bank transfer,2014-04-10 03:22:41,2412-09-26 21:24:38,403.720.640-00,73647,7005,58956,130,3380
Debit card,2006-08-23 02:29:53,2336-06-03 13:55:11,158.872.160-00,29781,1950,30057,131,3676
Credit card,2019-09-14 22:25:51,2467-01-15 17:26:17,556.619.260-00,56608,6467,21005,132,6079
Bank transfer,2007-12-15 06:16:33,2349-07-18 00:25:11,688.712.230-00,32372,4165,72554,133,6565
Money,2013-12-02 15:56:21,2409-03-19 23:28:48,006.118.790-00,40141,4330,2040,134,926
Money,2005-04-30 22:36:59,2323-04-23 15:56:20,599.852.810-00,62543,5282,1039,135,2369
Bank transfer,2020-04-03 08:03:46,2472-07-21 10:51:44,381.502.020-00,21249,4778,22008,136,7127
Bank transfer,2015-02-06 05:16:09,2421-01-03 11:23:00,991.998.910-00,56110,7330,13154,137,0
Food voucher,2004-08-23 22:42:59,2316-06-20 18:39:13,960.732.990-00,69622,7351,21500,138,5237
Credit card,2003-04-23 12:15:21,2003-04-23 18:50:20,829.043.390-00,0,9024,63478,139,6543
Money,2006-06-05 09:33:05,2006-06-06 06:43:19,163.683.430-00,18235,9095,0,140,0
Debit card,2007-04-23 03:58:16,2007-04-23 16:07:01,651.112.930-00,34973,6,77226,141,5858
Credit card,2018-04-29 11:04:34,2453-04-04 14:41:31,006.118.790-00,28362,7319,27364,142,5544
Money,2002-11-13 15:24:33,2298-09-06 00:38:45,321.248.310-00,12137,8718,4005,143,2502
Credit card,2017-12-16 05:13:00,2449-08-01 18:34:14,531.234.940-00,7698,8138,23766,144,4444
Money,2019-09-24 04:27:29,2467-04-22 14:10:21,183.239.760-00,93632,6874,19905,145,4927
Debit card,2012-09-29 06:14:31,2397-06-19 22:41:09,506.309.210-00,70872,4640,79438,146,5332
Money,2009-02-22 10:56:15,2361-06-19 12:15:30,004.323.530-00,25683,2659,76301,147,1346
Credit card,2002-02-21 14:11:12,2002-02-21 23:22:53,582.732.590-00,37642,6,25418,148,3332
Bank transfer,2005-11-05 14:15:34,2328-06-21 05:27:25,033.701.130-00,47901,106,10443,149,4043
Food voucher,2003-07-22 19:02:12,2305-07-23 13:15:51,756.144.160-00,70377,7872,68829,150,6101
Debit card,2003-04-28 03:39:50,2303-03-24 16:18:55,545.407.970-00,59958,8332,27439,151,1770
Debit card,2007-10-17 05:51:50,2347-12-09 04:25:04,633.698.050-00,71240,8929,58168,152,2039
Food voucher,2012-09-17 16:35:36,2397-02-22 20:14:50,204.274.500-00,28855,613,3656,153,2243
Debit card,2015-11-21 09:53:29,2428-11-24 14:12:10,894.280.650-00,31970,1588,20764,154,638
Debit card,2002-06-21 23:06:00,2002-06-22 14:43:20,999.820.940-00,47653,1147,36065,155,5999
Debit card,2017-07-10 15:37:07,2445-03-30 12:06:22,209.409.500-00,39998,7805,7764,156,7078
Credit card,2014-05-03 06:50:31,2413-05-13 17:42:00,867.711.250-00,68127,4584,68310,157,5234
Money,2012-04-14 10:36:51,2392-11-12 13:46:47,399.119.580-00,73089,6323,0,158,2602
Money,2016-08-22 20:55:40,2436-06-06 12:01:27,077.598.300-00,13598,5953,0,159,2705
Money,2018-01-19 22:32:24,2450-07-17 11:35:37,633.698.050-00,53816,9232,73359,160,4290
Debit card,2014-12-27 17:05:45,2419-11-21 15:35:38,420.308.360-00,26102,507,39878,161,383
Debit card,2014-01-05 05:29:13,2410-02-17 12:04:49,150.919.670-00,19745,9354,0,162,1026
Debit card,2014-07-12 21:25:24,2415-04-22 08:24:53,074.602.710-00,63630,1394,54049,163,3686
Food voucher,2013-10-01 04:05:28,2407-07-07 02:39:44,566.344.440-00,16498,1775,59313,164,4246
Debit card,2005-12-21 21:37:04,2329-09-30 12:38:09,242.101.320-00,46605,982,16792,165,7327
Credit card,2019-10-21 23:10:14,2019-10-22 20:30:04,501.086.350-00,21368,5541,48050,166,2775
Food voucher,2004-11-25 16:16:45,2319-01-12 05:13:06,283.224.860-00,34275,5652,28186,167,6692
Food voucher,2019-04-29 01:19:24,2019-04-29 09:50:32,245.040.700-00,60351,3490,64305,168,2746
Debit card,2015-04-16 15:54:07,2422-11-29 12:43:23,896.944.540-00,34440,9395,12386,169,7131
Debit card,2017-10-27 10:46:12,2448-03-21 04:00:11,418.204.120-00,41384,9323,11249,170,1110
Food voucher,2012-05-13 09:17:33,2393-08-31 07:30:35,052.486.790-00,82259,3164,70792,171,1525
Bank transfer,2007-07-30 13:10:51,2007-07-31 01:43:16,055.150.500-00,75249,4549,0,172,5693
Credit card,2008-04-13 15:31:47,2008-04-13 20:31:25,691.571.070-00,77925,2707,11138,173,5980
Debit card,2017-07-03 16:42:09,2445-01-18 19:20:37,272.803.150-00,70966,5319,82434,174,160
Bank transfer,2015-10-21 04:16:10,2428-01-15 05:25:07,484.341.330-00,53386,6241,76325,175,2096
Money,2010-11-08 07:14:29,2378-07-15 07:07:32,156.222.110-00,35464,5080,88829,176,4353
Bank transfer,2005-09-17 23:33:32,2327-02-20 23:41:56,564.334.950-00,36459,9587,34446,177,6587
Credit card,2001-10-19 14:49:54,2288-01-03 02:31:38,408.979.480-00,11216,103,85550,178,2082
Money,2010-06-13 03:48:49,2374-06-26 15:34:50,894.924.560-00,31585,8086,18039,179,957
Bank transfer,2007-06-10 18:26:53,2344-05-30 12:52:34,226.734.340-00,31233,2369,92973,180,4769
Bank transfer,2003-03-26 17:24:52,2302-05-01 08:20:16,987.878.490-00,20029,6990,22659,181,5921
Money,2018-04-30 14:54:27,2018-04-30 22:34:50,865.382.800-00,69562,7215,48421,182,3818
Bank transfer,2016-05-13 00:30:24,2433-08-27 09:21:31,327.333.430-00,60099,3650,18717,183,7773
Bank transfer,2011-12-02 04:18:01,2389-03-09 12:48:07,065.622.080-00,0,9279,42004,184,2840
Credit card,2006-03-17 13:03:41,2332-02-03 14:09:09,613.871.460-00,0,9227,77489,185,3202
Bank transfer,2014-10-20 10:24:26,2418-01-09 04:50:57,831.038.660-00,43938,1199,36946,186,4005
Debit card,2011-01-04 00:26:08,2380-02-03 00:55:10,867.711.250-00,34193,5376,32302,187,1829
Credit card,2013-01-23 00:22:14,2400-08-20 15:49:48,774.004.610-00,76607,806,11157,188,0
Debit card,2011-12-04 12:05:11,2011-12-05 05:42:14,903.548.060-00,10129,3205,4570,189,5703
Bank transfer,2011-07-09 08:45:47,2385-03-14 08:46:04,268.512.950-00,57750,3416,60106,190,673
Bank transfer,2012-11-30 18:21:26,2399-03-05 00:29:40,515.468.550-00,87501,4070,817,191,5121
Bank transfer,2009-02-22 10:48:19,2361-06-20 17:26:50,626.476.910-00,60699,6916,62886,192,0
Bank transfer,2020-05-08 01:10:44,2020-05-09 01:05:39,303.647.920-00,49419,2473,52897,193,6163
Food voucher,2017-05-10 07:10:54,2443-07-28 06:04:05,053.271.520-00,12678,7351,64890,194,0
Credit card,2015-07-13 15:10:13,2015-07-14 13:41:54,150.381.890-00,88165,2904,6848,195,3356
Credit card,2003-05-31 17:06:09,2003-06-01 00:24:15,674.201.650-00,81963,8411,37254,196,3625
Credit card,2002-12-28 18:46:29,2299-12-02 21:19:46,394.541.770-00,17988,74,88083,197,6707
Food voucher,2013-06-16 16:30:29,2404-08-04 19:24:11,109.383.050-00,90498,6820,2264,198,4651
Food voucher,2018-02-24 19:23:24,2451-07-07 14:09:19,145.096.550-00,13398,5362,21757,199,2910
Money,2012-03-14 04:55:36,2392-01-02 05:05:41,907.718.840-00,0,7910,73275,200,4956
Credit card,2015-09-14 03:19:25,2015-09-14 19:42:41,777.361.010-00,43968,506,13478,201,1288
Food voucher,2004-04-30 04:50:27,2313-04-20 20:09:01,543.889.880-00,35732,7812,62420,202,0
Money,2014-09-23 19:28:22,2417-04-18 20:22:23,399.119.580-00,48482,6919,97251,203,821
Bank transfer,2017-08-14 08:39:05,2446-03-12 10:46:31,162.252.850-00,18448,422,56396,204,752
Food voucher,2006-07-04 08:10:24,2006-07-05 05:05:37,608.427.070-00,43005,2147,10758,205,2295
Money,2009-08-09 06:57:29,2366-01-22 01:28:24,121.453.380-00,27523,343,32600,206,7282
Bank transfer,2019-07-13 06:49:36,2465-04-20 02:07:14,351.314.600-00,3413,5177,48320,207,685
Bank transfer,2009-12-14 14:20:15,2369-07-16 22:26:15,238.032.160-00,56444,8856,18454,208,7101
Bank transfer,2014-02-07 19:12:13,2014-02-08 10:59:42,979.889.420-00,40576,402,82392,209,4166
Bank transfer,2017-08-25 22:36:37,2446-07-07 07:47:06,353.690.770-00,5356,5747,52475,210,2700
Credit card,2006-08-03 10:31:58,2335-11-23 00:15:58,330.549.190-00,50984,3187,64632,211,2121
Money,2017-04-16 00:00:20,2442-11-23 08:53:07,443.103.830-00,34874,9120,51203,212,5493
Food voucher,2013-06-13 05:12:03,2404-06-28 08:55:34,760.408.620-00,11494,7711,5119,213,7367
Debit card,2019-12-01 11:50:47,2019-12-02 02:25:17,060.382.880-00,7423,5371,21841,214,4898
Credit card,2010-08-13 11:45:40,2376-02-29 14:14:49,570.182.000-00,33227,4550,85527,215,7698
Food voucher,2005-03-06 09:07:50,2321-10-13 05:53:35,478.794.210-00,32944,4903,47586,216,6413
Money,2015-09-07 04:35:31,2426-10-31 04:47:26,104.392.710-00,53403,7056,40481,217,296
Food voucher,2009-10-20 01:06:10,2009-10-20 10:48:39,871.185.590-00,90242,6492,52249,218,1136
Debit card,2011-02-03 02:19:26,2380-11-30 00:12:51,337.645.010-00,25380,2373,65370,219,1788
Food voucher,2011-11-26 09:40:01,2011-11-27 03:16:22,666.482.070-00,27451,5377,68036,220,3512
Bank transfer,2012-03-08 09:50:09,2012-03-08 17:30:48,114.994.670-00,65369,7091,63640,221,5119
Credit card,2008-10-07 17:20:31,2008-10-08 02:04:24,490.661.030-00,19310,7407,21115,222,2236
Credit card,2001-10-09 03:49:28,2287-09-21 23:52:50,365.709.650-00,46651,3130,39885,223,7721
Food voucher,2019-06-25 22:07:51,2019-06-26 20:04:32,576.564.620-00,61834,2744,76284,224,1958
Debit card,2001-11-17 13:33:41,2288-10-18 03:07:32,789.371.040-00,36094,1083,20009,225,1721
Debit card,2014-09-18 00:22:45,2417-02-21 22:13:27,918.698.870-00,94772,2138,66235,226,2332
Credit card,2014-09-28 10:32:59,2417-06-06 04:45:15,105.208.920-00,1222,6367,2888,227,1012
Food voucher,2002-02-26 05:02:37,2002-02-26 21:44:37,964.309.970-00,89301,7985,82911,228,5546
Debit card,2013-02-19 19:00:32,2401-05-23 17:55:45,538.752.960-00,33364,9344,54087,229,3653
Money,2018-09-17 16:17:28,2457-02-18 04:54:20,506.031.250-00,12019,290,9912,230,7489
Food voucher,2016-03-08 01:26:25,2431-11-06 00:08:20,447.923.200-00,48785,1816,35856,231,2398
Bank transfer,2004-08-14 16:22:04,2004-08-15 02:35:55,680.147.380-00,91441,6470,94191,232,0
Credit card,2018-11-04 03:08:06,2458-06-07 12:28:19,777.429.250-00,41470,4868,0,233,1247
Credit card,2020-06-04 19:49:51,2474-04-12 01:09:32,158.825.250-00,77777,4278,10831,234,3308
Bank transfer,2009-08-05 19:20:22,2365-12-17 19:08:08,121.453.380-00,31088,3851,56524,235,1896
Money,2010-02-17 10:03:53,2371-04-29 19:11:10,496.697.010-00,25661,7308,79791,236,6523
Debit card,2017-01-15 17:12:44,2440-06-06 18:13:58,642.884.880-00,66021,557,87141,237,3957
Money,2016-03-21 22:56:34,2432-03-23 02:20:46,360.008.770-00,69303,2965,76461,238,6198
Debit card,2005-02-28 14:20:15,2005-02-28 20:26:54,403.720.640-00,2803,4872,6562,239,3870
Bank transfer,2019-06-16 16:06:18,2464-07-30 05:56:52,140.444.850-00,47480,5019,99984,240,3838
Debit card,2002-02-27 08:59:04,2002-02-28 05:11:10,367.332.540-00,59665,8405,85292,241,7652
Money,2002-10-31 21:30:21,2298-05-05 03:17:34,667.532.230-00,78672,1448,53130,242,7268
Money,2019-10-21 23:22:49,2468-01-24 13:00:59,776.809.500-00,56569,7141,61623,243,1988
Debit card,2017-10-12 09:23:13,2447-10-23 03:29:00,091.622.670-00,88898,789,24745,244,3415
Debit card,2017-07-07 04:06:28,2445-02-27 06:17:55,459.924.440-00,0,9988,66537,245,3346
Money,2002-03-20 04:51:51,2002-03-20 21:43:57,028.725.780-00,39138,1395,62511,246,5958
Bank transfer,2005-04-20 12:31:48,2323-01-09 20:35:37,536.760.900-00,60694,4229,2605,247,6166
Debit card,2003-11-23 15:24:32,2308-12-16 18:36:20,701.036.640-00,87171,8041,33377,248,5999
Credit card,2007-11-18 15:27:04,2348-10-27 00:12:27,372.167.520-00,57365,6713,13385,249,447
Bank transfer,2002-08-06 02:21:44,2295-12-17 13:06:34,824.180.810-00,62315,7787,89954,250,1793
Credit card,2011-06-20 20:03:16,2384-09-10 11:17:25,383.197.360-00,42782,7057,18810,251,0
Food voucher,2009-01-23 08:43:04,2360-08-24 06:34:49,187.664.000-00,18474,2137,93828,252,6550
Credit card,2014-05-24 03:08:38,2413-12-10 08:15:25,509.331.890-00,4742,7561,54162,253,4842
Credit card,2002-10-27 06:18:23,2298-03-16 12:54:24,671.827.600-00,62350,4041,39893,254,0
Money,2016-05-30 09:36:17,2434-02-12 15:34:27,158.872.160-00,30763,5793,93103,255,7578
Credit card,2003-03-30 04:45:45,2302-06-05 07:19:02,125.539.680-00,80083,8016,11971,256,0
Food voucher,2002-11-26 08:39:06,2002-11-26 22:13:16,636.401.220-00,60796,5985,50928,257,5436
Credit card,2010-10-04 14:05:28,2377-08-06 19:40:01,280.580.130-00,39524,3619,88736,258,6316
Food voucher,2005-08-20 01:03:50,2326-05-09 15:13:06,969.898.970-00,85698,9182,85276,259,1415
Bank transfer,2014-12-24 05:59:17,2419-10-22 03:13:22,113.579.360-00,80544,6839,59489,260,6694
Debit card,2003-02-22 07:39:33,2301-06-13 09:06:30,503.652.040-00,74023,6982,84949,261,129
Credit card,2004-03-29 22:31:37,2312-06-12 00:04:18,527.501.020-00,51234,9659,96838,262,7534
Food voucher,2018-07-18 07:34:14,2455-06-14 23:26:49,687.649.560-00,10205,6419,6258,263,4029
